,Winner,Pegs removed
153,2,"[[(0, 2)], [(2, 1)], [(2, 2)], [(1, 4)], [(2, 3)], [(4, 4)], [(4, 0)], [(1, 2)], [(3, 0), (0, 0)], [(3, 3)]]"
154,1,"[[(2, 2)], [(4, 0)], [(1, 2), (0, 2)], [(0, 0), (3, 0)], [(2, 3)], [(3, 3)], [(1, 4)], [(4, 4)], [(2, 1)]]"
155,1,"[[(2, 1), (2, 3), (2, 2)], [(3, 3)], [(4, 4), (1, 4)], [(0, 0), (4, 0)], [(0, 2)], [(3, 0)], [(1, 2)]]"
156,1,"[[(0, 2)], [(2, 1), (2, 3)], [(4, 0), (3, 0), (0, 0)], [(2, 2)], [(4, 4)], [(3, 3)], [(1, 2), (1, 4)]]"
157,1,"[[(1, 4)], [(2, 1)], [(3, 0), (4, 0)], [(0, 2)], [(0, 0)], [(1, 2)], [(3, 3), (2, 3)], [(2, 2)], [(4, 4)]]"
158,2,"[[(1, 2)], [(2, 3), (3, 3)], [(0, 0), (4, 0), (3, 0)], [(0, 2)], [(2, 2), (2, 1)], [(1, 4), (4, 4)]]"
159,1,"[[(2, 3), (2, 1)], [(2, 2)], [(3, 3), (3, 0)], [(0, 0), (4, 0)], [(1, 2), (1, 4)], [(4, 4)], [(0, 2)]]"
160,1,"[[(3, 3), (2, 3)], [(0, 0)], [(1, 4), (4, 4)], [(2, 1)], [(4, 0)], [(1, 2), (0, 2), (2, 2)], [(3, 0)]]"
161,2,"[[(1, 4)], [(1, 2), (0, 2)], [(4, 0)], [(4, 4)], [(3, 3), (3, 0)], [(2, 3), (2, 1)], [(2, 2)], [(0, 0)]]"
162,2,"[[(0, 2), (1, 2)], [(2, 2)], [(4, 4), (1, 4)], [(2, 1)], [(0, 0)], [(3, 0)], [(4, 0)], [(2, 3), (3, 3)]]"
163,1,"[[(0, 0)], [(2, 1)], [(4, 0)], [(1, 4), (1, 2)], [(4, 4)], [(3, 3)], [(3, 0)], [(0, 2)], [(2, 2), (2, 3)]]"
164,1,"[[(1, 2), (1, 4)], [(3, 0), (4, 0), (0, 0)], [(2, 1)], [(2, 2), (2, 3)], [(0, 2)], [(4, 4)], [(3, 3)]]"
165,2,"[[(3, 0)], [(3, 3)], [(2, 2), (0, 2)], [(4, 0), (0, 0)], [(1, 2), (1, 4)], [(2, 1)], [(4, 4)], [(2, 3)]]"
166,1,"[[(1, 2)], [(1, 4)], [(0, 2)], [(2, 2), (2, 3), (2, 1)], [(4, 0), (0, 0), (3, 0)], [(4, 4)], [(3, 3)]]"
167,2,"[[(2, 2), (2, 1), (2, 3)], [(1, 2)], [(4, 4)], [(0, 2), (0, 0)], [(3, 0)], [(4, 0)], [(3, 3)], [(1, 4)]]"
168,1,"[[(2, 3), (2, 2)], [(0, 2)], [(4, 4)], [(1, 2)], [(2, 1)], [(1, 4)], [(0, 0)], [(3, 3)], [(3, 0), (4, 0)]]"
169,1,"[[(0, 2), (0, 0)], [(2, 3), (2, 1)], [(4, 0), (4, 4)], [(1, 4), (1, 2)], [(3, 3)], [(2, 2)], [(3, 0)]]"
170,2,"[[(2, 3)], [(3, 3)], [(3, 0)], [(0, 0)], [(1, 2)], [(2, 2)], [(0, 2)], [(2, 1)], [(1, 4), (4, 4)], [(4, 0)]]"
171,1,"[[(3, 0)], [(4, 0)], [(0, 0)], [(1, 2)], [(3, 3)], [(1, 4)], [(4, 4)], [(0, 2)], [(2, 1), (2, 2), (2, 3)]]"
172,2,"[[(0, 2), (0, 0)], [(3, 3), (3, 0)], [(2, 3)], [(2, 2)], [(1, 2)], [(4, 4), (1, 4)], [(4, 0)], [(2, 1)]]"
173,2,"[[(4, 0)], [(1, 4), (4, 4)], [(2, 3), (3, 3)], [(2, 2), (1, 2), (0, 2)], [(3, 0), (0, 0)], [(2, 1)]]"
174,2,"[[(3, 0), (0, 0), (4, 0)], [(2, 2)], [(0, 2)], [(3, 3)], [(4, 4)], [(2, 1)], [(2, 3)], [(1, 2), (1, 4)]]"
175,2,"[[(2, 2)], [(0, 0)], [(1, 4)], [(2, 1)], [(3, 0)], [(0, 2)], [(2, 3)], [(3, 3)], [(1, 2)], [(4, 0), (4, 4)]]"
176,2,"[[(1, 4)], [(0, 2), (1, 2), (2, 2)], [(4, 4)], [(0, 0), (3, 0), (4, 0)], [(3, 3)], [(2, 1), (2, 3)]]"
177,2,"[[(1, 2), (1, 4)], [(4, 4)], [(2, 1)], [(4, 0)], [(3, 3), (3, 0)], [(2, 2), (0, 2)], [(2, 3)], [(0, 0)]]"
178,2,"[[(3, 0)], [(4, 0), (4, 4)], [(1, 2), (1, 4)], [(0, 0)], [(0, 2)], [(2, 2), (2, 3)], [(3, 3)], [(2, 1)]]"
179,1,"[[(3, 3)], [(0, 2)], [(1, 2)], [(3, 0)], [(2, 3)], [(4, 4), (4, 0)], [(1, 4)], [(0, 0)], [(2, 1), (2, 2)]]"
180,1,"[[(4, 0)], [(2, 3)], [(2, 1), (2, 2)], [(3, 3)], [(1, 2)], [(0, 2)], [(1, 4)], [(4, 4)], [(0, 0), (3, 0)]]"
181,2,"[[(3, 3)], [(2, 1), (2, 2), (2, 3)], [(1, 2)], [(0, 2)], [(4, 4), (1, 4)], [(0, 0), (3, 0), (4, 0)]]"
182,1,"[[(2, 3), (2, 1), (2, 2)], [(4, 4), (1, 4)], [(3, 0), (3, 3)], [(1, 2), (0, 2)], [(0, 0), (4, 0)]]"
183,2,"[[(4, 4), (1, 4)], [(4, 0), (3, 0)], [(1, 2)], [(2, 3), (3, 3)], [(2, 2)], [(0, 2)], [(2, 1)], [(0, 0)]]"
184,1,"[[(1, 2)], [(3, 3), (3, 0)], [(4, 0)], [(2, 3)], [(1, 4)], [(2, 1)], [(0, 0)], [(4, 4)], [(0, 2), (2, 2)]]"
185,2,"[[(1, 4), (4, 4)], [(0, 2)], [(4, 0)], [(0, 0)], [(1, 2)], [(3, 0)], [(2, 3), (2, 1), (2, 2)], [(3, 3)]]"
186,2,"[[(2, 1)], [(3, 3), (2, 3)], [(0, 2)], [(1, 4), (4, 4)], [(2, 2)], [(3, 0)], [(1, 2)], [(0, 0), (4, 0)]]"
187,2,"[[(1, 2), (0, 2)], [(4, 4)], [(2, 1)], [(4, 0)], [(1, 4)], [(0, 0)], [(3, 0), (3, 3)], [(2, 2), (2, 3)]]"
188,2,"[[(1, 4), (4, 4)], [(3, 3)], [(0, 0)], [(1, 2)], [(2, 1)], [(2, 3)], [(0, 2)], [(4, 0)], [(3, 0)], [(2, 2)]]"
189,1,"[[(3, 0), (3, 3)], [(1, 4)], [(2, 2), (1, 2), (0, 2)], [(4, 4)], [(2, 1)], [(2, 3)], [(0, 0), (4, 0)]]"
190,1,"[[(4, 4)], [(2, 1)], [(1, 4)], [(4, 0)], [(2, 2), (0, 2)], [(2, 3)], [(0, 0)], [(1, 2)], [(3, 0), (3, 3)]]"
191,1,"[[(4, 4), (4, 0)], [(2, 3)], [(2, 1)], [(1, 2)], [(2, 2)], [(3, 3)], [(0, 2)], [(3, 0), (0, 0)], [(1, 4)]]"
192,1,"[[(2, 1)], [(0, 0), (3, 0), (4, 0)], [(2, 2)], [(2, 3), (3, 3)], [(4, 4)], [(1, 4)], [(0, 2), (1, 2)]]"
193,1,"[[(3, 0)], [(3, 3)], [(2, 3)], [(1, 2), (1, 4)], [(0, 2)], [(4, 4)], [(4, 0)], [(0, 0)], [(2, 1), (2, 2)]]"
194,2,"[[(1, 4)], [(2, 1), (2, 3), (2, 2)], [(4, 4)], [(1, 2)], [(3, 3)], [(4, 0)], [(0, 2)], [(0, 0), (3, 0)]]"
195,2,"[[(3, 0)], [(1, 4)], [(0, 2)], [(0, 0)], [(4, 4)], [(4, 0)], [(1, 2), (2, 2)], [(2, 3)], [(3, 3)], [(2, 1)]]"
196,2,"[[(3, 0)], [(2, 1), (2, 2)], [(4, 4), (1, 4)], [(0, 2), (0, 0)], [(3, 3)], [(1, 2)], [(4, 0)], [(2, 3)]]"
197,2,"[[(2, 1)], [(4, 0)], [(3, 0)], [(0, 2)], [(0, 0)], [(1, 4)], [(3, 3)], [(4, 4)], [(2, 3)], [(1, 2), (2, 2)]]"
198,2,"[[(1, 2)], [(2, 1)], [(3, 3)], [(2, 2), (0, 2)], [(3, 0)], [(0, 0), (4, 0)], [(2, 3)], [(1, 4), (4, 4)]]"
199,1,"[[(4, 4), (1, 4)], [(2, 1)], [(2, 2), (0, 2)], [(0, 0), (3, 0), (4, 0)], [(3, 3)], [(1, 2)], [(2, 3)]]"
200,1,"[[(3, 3)], [(2, 1)], [(2, 2)], [(2, 3)], [(1, 2)], [(4, 4)], [(1, 4)], [(0, 2)], [(0, 0), (3, 0), (4, 0)]]"
201,1,"[[(2, 1)], [(2, 3)], [(0, 0)], [(1, 2)], [(3, 0), (4, 0)], [(4, 4)], [(3, 3)], [(1, 4)], [(0, 2), (2, 2)]]"
202,2,"[[(1, 4)], [(2, 2)], [(3, 3)], [(0, 0), (0, 2)], [(2, 1), (2, 3)], [(3, 0)], [(1, 2)], [(4, 0), (4, 4)]]"
203,1,"[[(2, 2), (2, 3), (2, 1)], [(3, 3)], [(4, 0), (4, 4)], [(0, 0)], [(3, 0)], [(1, 4)], [(0, 2), (1, 2)]]"
204,1,"[[(2, 3), (2, 2)], [(1, 2)], [(2, 1)], [(1, 4)], [(4, 4)], [(3, 0)], [(0, 2), (0, 0)], [(4, 0)], [(3, 3)]]"
205,1,"[[(0, 0), (3, 0)], [(2, 3), (2, 2)], [(1, 2)], [(4, 0)], [(2, 1)], [(4, 4)], [(3, 3)], [(1, 4)], [(0, 2)]]"
206,2,"[[(0, 0)], [(2, 1)], [(1, 2), (0, 2)], [(3, 3)], [(3, 0), (4, 0)], [(2, 2)], [(2, 3)], [(1, 4), (4, 4)]]"
207,2,"[[(1, 2)], [(0, 2), (0, 0)], [(2, 1)], [(2, 3)], [(1, 4)], [(3, 3)], [(4, 0)], [(4, 4)], [(2, 2)], [(3, 0)]]"
208,2,"[[(1, 2), (0, 2)], [(1, 4)], [(2, 3)], [(3, 3)], [(4, 4)], [(4, 0)], [(2, 1)], [(0, 0)], [(2, 2)], [(3, 0)]]"
209,1,"[[(4, 4)], [(0, 0)], [(0, 2), (1, 2)], [(2, 1)], [(4, 0)], [(3, 0)], [(3, 3), (2, 3)], [(1, 4)], [(2, 2)]]"
210,1,"[[(4, 4), (4, 0)], [(1, 4)], [(3, 0), (0, 0)], [(2, 1)], [(2, 2)], [(2, 3)], [(0, 2)], [(3, 3)], [(1, 2)]]"
211,2,"[[(2, 3)], [(2, 1)], [(4, 4)], [(1, 4)], [(3, 3)], [(0, 2)], [(3, 0), (4, 0), (0, 0)], [(1, 2), (2, 2)]]"
212,1,"[[(2, 3), (2, 2)], [(4, 0)], [(3, 3), (3, 0)], [(0, 0)], [(0, 2)], [(4, 4)], [(1, 4)], [(1, 2)], [(2, 1)]]"
213,1,"[[(4, 0)], [(2, 2)], [(2, 1)], [(1, 2), (0, 2)], [(0, 0)], [(1, 4)], [(4, 4)], [(2, 3)], [(3, 0), (3, 3)]]"
214,1,"[[(4, 4)], [(0, 2), (2, 2)], [(2, 1)], [(2, 3)], [(0, 0)], [(1, 4)], [(4, 0)], [(1, 2)], [(3, 0), (3, 3)]]"
215,2,"[[(2, 1)], [(2, 2), (1, 2)], [(1, 4)], [(4, 4)], [(2, 3)], [(3, 0), (0, 0), (4, 0)], [(3, 3)], [(0, 2)]]"
216,1,"[[(2, 2)], [(1, 4)], [(3, 0), (3, 3)], [(4, 4)], [(4, 0)], [(0, 0)], [(2, 3)], [(2, 1)], [(0, 2), (1, 2)]]"
217,2,"[[(2, 1)], [(1, 4)], [(3, 0), (3, 3)], [(4, 4), (4, 0)], [(0, 0)], [(0, 2)], [(2, 3)], [(1, 2), (2, 2)]]"
218,2,"[[(4, 4)], [(2, 1)], [(2, 3), (2, 2)], [(1, 2), (0, 2)], [(3, 3)], [(3, 0)], [(1, 4)], [(0, 0), (4, 0)]]"
219,1,"[[(2, 1), (2, 3), (2, 2)], [(1, 4)], [(1, 2)], [(3, 3)], [(0, 2), (0, 0)], [(3, 0)], [(4, 0), (4, 4)]]"
220,2,"[[(2, 2), (0, 2)], [(0, 0), (4, 0)], [(1, 2)], [(3, 3), (3, 0)], [(4, 4), (1, 4)], [(2, 1), (2, 3)]]"
221,1,"[[(4, 4), (1, 4)], [(4, 0)], [(0, 0)], [(3, 0)], [(1, 2)], [(3, 3)], [(2, 1)], [(2, 2), (0, 2)], [(2, 3)]]"
222,1,"[[(0, 0), (4, 0)], [(0, 2)], [(2, 2), (2, 3), (2, 1)], [(3, 3)], [(4, 4), (1, 4)], [(1, 2)], [(3, 0)]]"
223,1,"[[(4, 0), (4, 4)], [(3, 0), (3, 3)], [(2, 1), (2, 3)], [(1, 2)], [(2, 2)], [(0, 2), (0, 0)], [(1, 4)]]"
224,2,"[[(2, 1)], [(4, 0), (0, 0), (3, 0)], [(1, 4)], [(4, 4)], [(2, 2), (0, 2)], [(3, 3)], [(1, 2)], [(2, 3)]]"
225,1,"[[(2, 1)], [(2, 2), (0, 2), (1, 2)], [(1, 4)], [(3, 0), (3, 3)], [(2, 3)], [(4, 4)], [(0, 0), (4, 0)]]"
226,2,"[[(1, 4)], [(0, 2)], [(3, 0)], [(2, 3)], [(1, 2)], [(0, 0)], [(3, 3)], [(2, 1)], [(2, 2)], [(4, 0), (4, 4)]]"
227,2,"[[(2, 3), (3, 3)], [(1, 2), (2, 2), (0, 2)], [(3, 0)], [(4, 0), (0, 0)], [(2, 1)], [(1, 4), (4, 4)]]"
228,1,"[[(0, 0), (0, 2)], [(3, 3)], [(2, 3)], [(4, 4), (1, 4)], [(2, 2)], [(3, 0)], [(2, 1)], [(4, 0)], [(1, 2)]]"
229,1,"[[(2, 3)], [(3, 0)], [(1, 2), (1, 4)], [(4, 0)], [(2, 1)], [(0, 0)], [(4, 4)], [(3, 3)], [(0, 2), (2, 2)]]"
230,1,"[[(1, 2), (0, 2)], [(4, 4)], [(0, 0), (4, 0), (3, 0)], [(2, 2)], [(1, 4)], [(3, 3)], [(2, 1), (2, 3)]]"
231,2,"[[(1, 4), (4, 4)], [(3, 3)], [(2, 2)], [(0, 0)], [(2, 3)], [(1, 2)], [(2, 1)], [(3, 0)], [(4, 0)], [(0, 2)]]"
232,1,"[[(2, 1)], [(2, 3)], [(3, 0), (3, 3)], [(1, 2), (1, 4)], [(2, 2)], [(4, 0)], [(0, 2)], [(0, 0)], [(4, 4)]]"
233,2,"[[(4, 0), (3, 0)], [(3, 3)], [(2, 3)], [(2, 1)], [(2, 2)], [(1, 4)], [(0, 0)], [(0, 2)], [(4, 4)], [(1, 2)]]"
234,1,"[[(1, 2)], [(2, 1), (2, 2), (2, 3)], [(3, 0)], [(0, 2), (0, 0)], [(4, 0)], [(3, 3)], [(1, 4), (4, 4)]]"
235,1,"[[(3, 0)], [(2, 2)], [(2, 3)], [(3, 3)], [(0, 2)], [(1, 2)], [(1, 4), (4, 4)], [(2, 1)], [(0, 0), (4, 0)]]"
236,1,"[[(0, 2), (0, 0)], [(2, 3)], [(3, 0)], [(3, 3)], [(4, 4)], [(2, 1)], [(4, 0)], [(2, 2)], [(1, 2), (1, 4)]]"
237,2,"[[(4, 4)], [(2, 1)], [(2, 3)], [(0, 0), (0, 2)], [(4, 0), (3, 0)], [(1, 2), (1, 4)], [(2, 2)], [(3, 3)]]"
238,2,"[[(3, 0)], [(1, 4)], [(4, 4)], [(2, 3), (3, 3)], [(4, 0)], [(2, 1)], [(0, 0)], [(0, 2), (1, 2), (2, 2)]]"
239,2,"[[(2, 3)], [(2, 1)], [(3, 3)], [(1, 4), (4, 4)], [(0, 2)], [(2, 2)], [(1, 2)], [(0, 0), (3, 0), (4, 0)]]"
240,2,"[[(4, 4)], [(2, 1), (2, 2)], [(1, 4), (1, 2)], [(0, 2)], [(4, 0)], [(0, 0)], [(2, 3), (3, 3)], [(3, 0)]]"
241,2,"[[(2, 2)], [(2, 1)], [(4, 4), (1, 4)], [(0, 0), (4, 0), (3, 0)], [(1, 2), (0, 2)], [(2, 3), (3, 3)]]"
242,1,"[[(3, 0), (3, 3)], [(1, 4), (4, 4)], [(2, 3)], [(1, 2)], [(0, 0), (4, 0)], [(0, 2)], [(2, 1), (2, 2)]]"
243,2,"[[(4, 0), (3, 0)], [(2, 3), (2, 1), (2, 2)], [(0, 0)], [(0, 2)], [(1, 4)], [(4, 4)], [(1, 2)], [(3, 3)]]"
244,1,"[[(2, 1), (2, 3), (2, 2)], [(3, 3)], [(1, 4), (4, 4)], [(4, 0)], [(3, 0)], [(1, 2)], [(0, 0), (0, 2)]]"
245,1,"[[(0, 0), (3, 0), (4, 0)], [(2, 3), (3, 3)], [(4, 4)], [(2, 2)], [(2, 1)], [(1, 4), (1, 2)], [(0, 2)]]"
246,1,"[[(3, 3)], [(3, 0)], [(4, 4), (4, 0)], [(2, 2)], [(1, 2)], [(0, 0)], [(1, 4)], [(0, 2)], [(2, 1), (2, 3)]]"
247,1,"[[(3, 0)], [(4, 0)], [(1, 2), (2, 2)], [(1, 4)], [(2, 1)], [(4, 4)], [(0, 2)], [(0, 0)], [(2, 3), (3, 3)]]"
248,2,"[[(4, 4), (4, 0)], [(2, 3)], [(0, 2), (0, 0)], [(3, 3)], [(1, 4)], [(1, 2)], [(3, 0)], [(2, 1), (2, 2)]]"
249,2,"[[(2, 3), (3, 3)], [(4, 0), (3, 0)], [(1, 4), (4, 4)], [(2, 1)], [(0, 2), (1, 2), (2, 2)], [(0, 0)]]"
250,2,"[[(2, 3), (2, 2), (2, 1)], [(4, 0), (3, 0), (0, 0)], [(1, 4)], [(4, 4)], [(3, 3)], [(0, 2), (1, 2)]]"
251,2,"[[(4, 4), (1, 4)], [(4, 0)], [(2, 3), (3, 3)], [(2, 2)], [(3, 0)], [(2, 1)], [(0, 0)], [(0, 2), (1, 2)]]"
252,2,"[[(2, 2), (1, 2), (0, 2)], [(3, 0), (3, 3)], [(1, 4)], [(4, 4)], [(0, 0), (4, 0)], [(2, 1), (2, 3)]]"
253,2,"[[(3, 3), (3, 0)], [(2, 1)], [(0, 0)], [(4, 0)], [(2, 3)], [(0, 2)], [(4, 4)], [(1, 2)], [(1, 4)], [(2, 2)]]"
254,1,"[[(3, 3), (3, 0)], [(4, 4), (4, 0)], [(0, 0), (0, 2)], [(2, 3)], [(2, 1)], [(2, 2)], [(1, 2), (1, 4)]]"
255,1,"[[(0, 2)], [(0, 0)], [(3, 3)], [(1, 4)], [(4, 0), (3, 0)], [(1, 2)], [(2, 3)], [(4, 4)], [(2, 1), (2, 2)]]"
256,1,"[[(4, 0)], [(3, 0)], [(2, 1)], [(2, 2), (1, 2)], [(4, 4)], [(3, 3), (2, 3)], [(0, 2)], [(0, 0)], [(1, 4)]]"
257,1,"[[(1, 2), (1, 4)], [(2, 1)], [(3, 3)], [(4, 0), (3, 0), (0, 0)], [(2, 3), (2, 2)], [(0, 2)], [(4, 4)]]"
258,2,"[[(1, 2), (1, 4)], [(3, 3), (2, 3)], [(4, 0)], [(3, 0)], [(0, 0)], [(2, 2), (2, 1)], [(4, 4)], [(0, 2)]]"
259,2,"[[(3, 0)], [(1, 4)], [(4, 4)], [(0, 2)], [(2, 1)], [(2, 3)], [(0, 0)], [(3, 3)], [(4, 0)], [(1, 2), (2, 2)]]"
260,1,"[[(3, 0)], [(4, 4)], [(1, 4), (1, 2)], [(4, 0)], [(0, 0)], [(2, 1)], [(3, 3)], [(0, 2)], [(2, 2), (2, 3)]]"
261,2,"[[(2, 3)], [(4, 0), (0, 0)], [(4, 4)], [(1, 4), (1, 2)], [(0, 2)], [(3, 0)], [(3, 3)], [(2, 1), (2, 2)]]"
262,1,"[[(4, 4), (1, 4)], [(0, 2)], [(3, 0)], [(3, 3)], [(2, 1)], [(0, 0)], [(2, 3)], [(2, 2), (1, 2)], [(4, 0)]]"
263,1,"[[(1, 2)], [(3, 0)], [(4, 0)], [(3, 3)], [(0, 0)], [(4, 4)], [(0, 2)], [(1, 4)], [(2, 1), (2, 2), (2, 3)]]"
264,1,"[[(2, 3), (3, 3)], [(4, 4), (4, 0)], [(1, 2), (2, 2), (0, 2)], [(0, 0)], [(3, 0)], [(1, 4)], [(2, 1)]]"
265,1,"[[(4, 0), (4, 4)], [(2, 2), (1, 2), (0, 2)], [(0, 0)], [(1, 4)], [(3, 0)], [(2, 3), (2, 1)], [(3, 3)]]"
266,1,"[[(0, 0)], [(2, 1)], [(3, 0), (3, 3)], [(4, 0)], [(0, 2)], [(4, 4)], [(1, 4)], [(2, 3)], [(1, 2), (2, 2)]]"
267,2,"[[(3, 3)], [(4, 0), (4, 4)], [(0, 0), (0, 2)], [(2, 3)], [(2, 1)], [(3, 0)], [(1, 4), (1, 2)], [(2, 2)]]"
268,2,"[[(2, 1)], [(4, 0), (3, 0)], [(2, 3), (3, 3)], [(1, 2)], [(1, 4)], [(0, 0), (0, 2)], [(2, 2)], [(4, 4)]]"
269,1,"[[(3, 0)], [(4, 0), (4, 4)], [(3, 3), (2, 3)], [(2, 1)], [(0, 0)], [(1, 4)], [(0, 2), (1, 2), (2, 2)]]"
270,2,"[[(0, 0)], [(1, 2), (1, 4)], [(4, 4)], [(2, 1)], [(3, 0), (4, 0)], [(0, 2)], [(2, 2)], [(2, 3), (3, 3)]]"
271,2,"[[(0, 2)], [(0, 0)], [(2, 1)], [(1, 4)], [(1, 2)], [(2, 3)], [(4, 4)], [(3, 3), (3, 0)], [(2, 2)], [(4, 0)]]"
272,2,"[[(2, 3)], [(2, 1)], [(0, 0), (0, 2)], [(4, 4)], [(4, 0), (3, 0)], [(1, 4)], [(3, 3)], [(1, 2), (2, 2)]]"
273,2,"[[(2, 3)], [(3, 3)], [(4, 4)], [(0, 2)], [(1, 2), (1, 4)], [(4, 0)], [(3, 0)], [(2, 2)], [(2, 1)], [(0, 0)]]"
274,2,"[[(3, 0), (4, 0)], [(1, 4), (1, 2)], [(2, 2), (2, 1)], [(0, 2)], [(2, 3)], [(3, 3)], [(0, 0)], [(4, 4)]]"
275,1,"[[(3, 3), (3, 0)], [(2, 2), (0, 2)], [(4, 0)], [(2, 3)], [(0, 0)], [(4, 4)], [(1, 4)], [(2, 1)], [(1, 2)]]"
276,1,"[[(1, 4)], [(3, 3), (3, 0)], [(4, 0)], [(0, 0)], [(4, 4)], [(1, 2)], [(2, 2)], [(2, 1), (2, 3)], [(0, 2)]]"
277,2,"[[(1, 4), (4, 4)], [(0, 2)], [(2, 3), (3, 3)], [(3, 0), (0, 0), (4, 0)], [(2, 1)], [(1, 2), (2, 2)]]"
278,2,"[[(4, 0), (3, 0)], [(1, 4)], [(2, 1)], [(3, 3)], [(1, 2), (0, 2), (2, 2)], [(4, 4)], [(2, 3)], [(0, 0)]]"
279,2,"[[(2, 3)], [(3, 3)], [(3, 0)], [(2, 1)], [(1, 2)], [(2, 2)], [(1, 4)], [(0, 0), (4, 0)], [(0, 2)], [(4, 4)]]"
280,2,"[[(1, 2)], [(2, 2), (0, 2)], [(3, 3)], [(4, 0)], [(2, 1)], [(1, 4)], [(2, 3)], [(3, 0)], [(0, 0)], [(4, 4)]]"
281,2,"[[(3, 0)], [(2, 2), (2, 3)], [(3, 3)], [(1, 4)], [(0, 2), (0, 0)], [(4, 0), (4, 4)], [(1, 2)], [(2, 1)]]"
282,2,"[[(2, 3)], [(4, 4)], [(3, 3)], [(1, 4)], [(0, 2)], [(0, 0)], [(3, 0)], [(4, 0)], [(2, 1)], [(1, 2), (2, 2)]]"
283,2,"[[(4, 4), (4, 0)], [(1, 4), (1, 2)], [(0, 2), (0, 0)], [(2, 3), (2, 2)], [(3, 3), (3, 0)], [(2, 1)]]"
284,2,"[[(3, 3), (2, 3)], [(4, 0), (4, 4)], [(0, 2), (1, 2)], [(2, 1), (2, 2)], [(1, 4)], [(0, 0), (3, 0)]]"
285,2,"[[(2, 2)], [(0, 0), (0, 2)], [(4, 0)], [(2, 1)], [(3, 0)], [(2, 3), (3, 3)], [(4, 4), (1, 4)], [(1, 2)]]"
286,1,"[[(2, 1)], [(1, 4)], [(4, 0)], [(3, 0)], [(3, 3), (2, 3)], [(1, 2)], [(2, 2)], [(4, 4)], [(0, 0), (0, 2)]]"
287,2,"[[(0, 0), (0, 2)], [(4, 0), (4, 4)], [(3, 0), (3, 3)], [(1, 2), (2, 2)], [(2, 3), (2, 1)], [(1, 4)]]"
288,2,"[[(4, 0)], [(1, 2), (1, 4)], [(2, 3)], [(3, 3)], [(4, 4)], [(0, 0)], [(2, 1)], [(0, 2)], [(3, 0)], [(2, 2)]]"
289,2,"[[(1, 4), (1, 2)], [(4, 4)], [(2, 1)], [(3, 0)], [(2, 3), (2, 2)], [(4, 0)], [(0, 2), (0, 0)], [(3, 3)]]"
290,1,"[[(2, 2), (2, 1), (2, 3)], [(4, 0), (4, 4)], [(1, 2)], [(0, 2)], [(1, 4)], [(3, 0), (3, 3)], [(0, 0)]]"
291,1,"[[(4, 4), (4, 0)], [(3, 0)], [(3, 3)], [(0, 2)], [(0, 0)], [(1, 2)], [(2, 2), (2, 1)], [(1, 4)], [(2, 3)]]"
292,1,"[[(0, 2)], [(1, 4), (1, 2)], [(3, 0)], [(4, 4)], [(3, 3)], [(2, 2)], [(2, 3)], [(2, 1)], [(0, 0), (4, 0)]]"
293,2,"[[(0, 0), (0, 2)], [(3, 3)], [(3, 0)], [(4, 0)], [(4, 4)], [(1, 4)], [(1, 2)], [(2, 1), (2, 2), (2, 3)]]"
294,2,"[[(3, 0)], [(3, 3)], [(0, 2)], [(1, 4), (4, 4)], [(1, 2)], [(0, 0)], [(4, 0)], [(2, 1), (2, 2), (2, 3)]]"
295,2,"[[(4, 0)], [(4, 4)], [(1, 4)], [(2, 3), (2, 1), (2, 2)], [(0, 2), (0, 0)], [(3, 3)], [(1, 2)], [(3, 0)]]"
296,1,"[[(0, 0), (0, 2)], [(1, 4), (4, 4)], [(4, 0)], [(2, 3)], [(3, 0), (3, 3)], [(1, 2)], [(2, 1), (2, 2)]]"
297,2,"[[(2, 2), (1, 2), (0, 2)], [(3, 3), (3, 0)], [(1, 4)], [(2, 3)], [(0, 0)], [(4, 0)], [(2, 1)], [(4, 4)]]"
298,1,"[[(2, 3), (3, 3)], [(2, 2), (0, 2), (1, 2)], [(2, 1)], [(3, 0), (4, 0), (0, 0)], [(1, 4), (4, 4)]]"
299,1,"[[(3, 3)], [(4, 0)], [(4, 4)], [(0, 0)], [(3, 0)], [(1, 4)], [(0, 2)], [(2, 2)], [(2, 3)], [(1, 2)], [(2, 1)]]"
300,2,"[[(2, 3), (2, 1), (2, 2)], [(3, 3)], [(1, 2), (0, 2)], [(4, 0)], [(0, 0)], [(4, 4)], [(1, 4)], [(3, 0)]]"
301,2,"[[(1, 4)], [(4, 4)], [(3, 0)], [(3, 3)], [(0, 2), (0, 0)], [(2, 3)], [(1, 2)], [(2, 2)], [(4, 0)], [(2, 1)]]"
302,1,"[[(2, 2), (2, 1)], [(0, 0)], [(4, 4)], [(1, 2), (1, 4)], [(0, 2)], [(3, 0), (4, 0)], [(2, 3), (3, 3)]]"
303,1,"[[(2, 2), (2, 1)], [(4, 0)], [(0, 2)], [(3, 0), (0, 0)], [(1, 2)], [(3, 3)], [(4, 4)], [(2, 3)], [(1, 4)]]"
304,2,"[[(4, 0)], [(3, 3), (3, 0)], [(2, 1)], [(0, 0)], [(2, 3), (2, 2)], [(4, 4)], [(1, 2), (1, 4)], [(0, 2)]]"
305,2,"[[(3, 0), (0, 0)], [(4, 0)], [(3, 3)], [(2, 1)], [(1, 2), (1, 4)], [(4, 4)], [(2, 3)], [(0, 2), (2, 2)]]"
